"eBay Motors","eBay Motor"
"Data has been sent on Rakuten.com. It is being processed now. You can continue working with M2E Pro.","Los datos se han remitido en Rakuten.com. Se está procesando ahora. Puedes seguir trabajando con M2E Pro."
"Data has been sent on Play.com. It is being processed now. You can continue working with M2E Pro.","Los datos se han remitido en Play.com. Se está procesando ahora. Puedes seguir trabajando con M2E Pro."
"%s record(s) are used in Listing(s).","%s registros se usan en los anuncios."
"Template must not be in use to be deleted.","Para poder eliminar una plantilla, esta no debe estar usándose."
"The global settings have been successfully saved.","La configuración global se ha guardado correctamente."
"The license key has been successfully updated.","La clave de licencia se ha actualizado correctamente."
"The license status has been successfully refreshed.","El estado de la licencia se ha actualizado correctamente."
"The clearing settings has been successfully saved.","La configuración de borrado se ha guardado correctamente."
"Log for %s has been successfully cleared.","El registro de %s se ha borrado correctamente."
"All log for %s has been successfully cleared.","Todo el registro de %s se ha borrado correctamente."
"All help blocks were restored.","Se restauraron todos los bloqueos de la ayuda."
"Item was not moved","El artículo no se ha movido"
"Not enough data.","No hay suficientes datos."
"The item has not mapped product.","El artículo no tiene un producto asignado."
"Product was successfully unmapped.","El producto se ha desasignado correctamente."
"Product already exists in M2E listing(s).","El producto ya existe en los anuncios de M2E."
"Component Mode or Account ID or Marketplace ID is empty.","El modo de componente, el identificador de cuenta o el identificador de mercado están vacíos."
"No Other Listings found.","No se han encontrado otros anuncios."
"Please select item(s) to clear.","Selecciona los artículos que quieres borrar."
"The 3rd party listing(s) log has been successfully cleaned.","El registro de anuncios externos se ha limpiado correctamente."
"The listing(s) log was successfully cleaned.","El registro de anuncios se limpió correctamente."
"-- Please select --","-- Selecciona --"
"QTY for selected Order(s) was successfully reserved.","La cantidad para los pedidos seleccionados se ha reservado correctamente."
"QTY for selected Order(s) was not reserved.","No se ha reservado la cantidad para los pedidos seleccionados."
"QTY for selected Order(s) was not reserved. Reason: %s","No se ha reservado la cantidad para los pedidos seleccionados. Motivo: %s"
"QTY reserve for selected Order(s) was successfully canceled.","La reserva de cantidad de los pedidos seleccionados se ha cancelado correctamente."
"QTY reserve for selected Order(s) was not canceled.","No se ha cancelado la reserva de cantidad de los pedidos seleccionados."
"QTY reserve for selected Order(s) was not canceled. Reason: %s","No se ha cancelado la reserva de cantidad de los pedidos seleccionados. Motivo: %s"
"Order item does not exist.","El artículo del pedido no existe."
"Mapping Product ""%s""","Asignación del producto ""%s"""
"Setting Product Options","Configuración de las opciones de producto"
"Product does not have required options.","El producto no tiene las opciones obligatorias."
"Please specify required options.","Especifica las opciones obligatorias."
"Order item was successfully mapped.","El artículo del pedido se ha asignado correctamente."
"Order item options were successfully configured.","Las opciones del artículo del pedido se han configurado correctamente."
"Item was successfully unmapped.","El artículo se ha desasignado correctamente."
"Shipping Information has been resend for %d order(s).","La información de envío se ha remitido de nuevo para %d pedido(s)."
"Shipping Information was not resend for %d order(s).","La información de envío no se ha remitido de nuevo para %d pedido(s)."
"Order ID is not defined.","El identificador de pedido no se ha definido."
"Order with such ID does not exist.","No existe ningún pedido con dicho identificador."
"Order was successfully deleted.","El pedido se eliminó correctamente."
"M2E Pro","M2E Pro"
"You should fill in all required fields.","Debes rellenar todos los campos obligatorios."
"Your message has been successfully sent.","Tu mensaje se ha enviado correctamente."
"Token is not defined","No se ha definido el identificador"
"Account Add Entity failed.","No se ha podido añadir la entidad a la cuenta."
"Unknown Mode ""%s""","Modo desconocido ""%s"""
"Account id is not defined","No se ha definido el identificador de la cuenta"
"Choose Account","Selecciona la cuenta"
"Please confirm account switching. All data that hasn't been saved will be lost.","Confirma el cambio de cuenta. Los datos que no se hayan guardado se perderán."
"
        Fill in the title, choose the Marketplace you want to work with and click the <i>Get Access Data</i> link.
        <br/>You will be redirected to the Amazon website.<br/><br/>
    <b>Note:</b> To be eligible to sell on Amazon sellers must have at least one of the following: a non-individual Selling on Amazon account,
    an Amazon WebStore account, a Checkout by Amazon account, or an Amazon Product Ads account.<br/>
    If you are an individual seller you have to upgrade to a Pro Merchant seller account from the Amazon Services Selling on Amazon page.
        <br/>
        <br/>Sign-in and complete steps of getting access for each marketplace:
        <ul class=""list"">
            <li>Select <i>'I want to use an application to access my Amazon seller account with MWS.'</i></li>
            <li>Fill in Application Name and Application's Developer Account Number, which you can find in the Marketplaces section on the current page.</li>
            <li>Accept the Amazon MWS License Agreement.</li>
            <li>Copy generated Merchant ID and paste it in the corresponding fields of the current page.</li>
        </ul>
        Continue working with 3rd Party Listings and Orders settings tabs.
    ","        Rellena el título, elige el mercado con el que quieres trabajar y pulsa el vínculo <i>Obtener datos de acceso</i>.        <br/>Accederás al sitio Web de Amazon.<br/><br/>    <b>Nota:</b> para poder incluirte entre los vendedores de Amazon, debes tener al menos una de las siguientes cuentas: cuenta de venta en Amazon que no sea de tipo particular, cuenta de tienda Web de Amazon, cuenta de pago y envío por Amazon o cuenta de anuncios de productos de Amazon.<br/>    Si eres un vendedor particular, debes actualizarte a una cuenta de vendedor Pro Merchant desde la página Vender en Amazon de Servicios de Amazon.        <br/>        <br/>Identifícate y completa los pasos para acceder a cada mercado:        <ul class=""list"">            <li>Selecciona <i>""Quiero usar una aplicación para acceder a mi cuenta de vendedor de Amazon con MWS"".</i></li>            <li>Rellena los campos Nombre de la aplicación y Número de cuenta de desarrollador, que encontrarás en la sección Mercados de la página actual.</li>            <li>Acepta el contrato de licencia de Amazon MWS.</li>            <li>Copia el identificador de vendedor generado y pégalo en los campos correspondientes de la página actual.</li>        </ul>        Continúa trabajando con las pestañas de configuración Anuncios externos y Pedidos.    "
"Be attentive! By deleting account you delete all information on it from M2E Pro server. This will cause inappropriate work of all accounts' copies.","Ten cuidado. Al eliminar la cuenta, eliminas toda la información que contiene del servidor M2E Pro. Esto provocará un funcionamiento inadecuado en las copias de todas las cuentas."
"The specified title is already used for other account. Account title must be unique.","El título especificado ya se está usando en otra cuenta. El título de la cuenta debe ser único."
"You must choose marketplace first.","Primero debes elegir un mercado."
"M2E Pro was not able to get access to the Amazon account. Please, make sure, that you choose correct option on MWS Authorization page and enter correct Merchant ID.","M2E Pro no ha podido acceder a la cuenta de Amazon. Asegúrate de elegir la opción adecuada en la página de autorización de MWS y de escribir el identificador de vendedor correcto."
"M2E Pro was not able to get access to the Amazon account. Reason: %s","M2E Pro no ha podido acceder a la cuenta de Amazon. Motivo: %s"
"Title or identifier of Amazon account for your internal use.","Título o identificador de la cuenta de Amazon para uso interno."
"Synchronizing Now","Sincronizando ahora"
"Marketplace","Mercado"
"None Marketplaces","Ningún mercado"
"You must select and update Amazon marketplaces to get access to this section.","Debes seleccionar y actualizar los mercados de Amazon para acceder a esta sección."
"Choose Marketplace","Elegir mercado"
"Application Name","Nombre de la aplicación"
"Developer Account Number","Número de cuenta del desarrollador"
"Get Access Data","Obtener datos de acceso"
"Merchant ID","Identificador del vendedor"
